"Table 1.7 Occupational projections, 2019-29, and worker characteristics, 2019
Insurance sales agents,41-3021,Line item,501.3,528.8,27.5,5.5,12.4,45.9,"$52,180",High school diploma or equivalent,None,Moderate-term on-the-job training
"Securities, commodities, and financial services sales agents",41-3031,Line item,464.2,481.6,17.4,3.7,4.3,40.5,"$64,770",Bachelor's degree,None,Moderate-term on-the-job training
Travel agents,41-3041,Line item,82.0,60.8,-21.3,-25.9,17.0,5.7,"$42,350",High school diploma or equivalent,None,Moderate-term on-the-job training
"Sales representatives of services, except advertising, insurance, financial services, and travel",41-3091,Line item,"1,070.5","1,134.7",64.2,6.0,1.5,123.8,"$58,770",High school diploma or equivalent,None,Moderate-term on-the-job training
"Sales representatives, wholesale and manufacturing",41-4000,Summary,"1,720.7","1,747.0",26.2,1.5,2.7,158.2,"$65,420",Ñ,Ñ,Ñ
"Sales representatives, wholesale and manufacturing, technical and scientific products",41-4011,Line item,321.0,334.0,13.0,4.1,2.7,30.7,"$86,650",Bachelor's degree,None,Moderate-term on-the-job training
"Sales representatives, wholesale and manufacturing, except technical and scientific products",41-4012,Line item,"1,399.7","1,412.9",13.2,0.9,2.7,127.5,"$62,070",High school diploma or equivalent,None,Moderate-term on-the-job training
Other sales and related workers,41-9000,Summary,985.2,972.1,-13.1,-1.3,36.6,102.2,"$37,560",Ñ,Ñ,Ñ
"Models, demonstrators, and product promoters",41-9010,Summary,90.8,93.6,2.7,3.0,11.3,15.7,"$32,490",Ñ,Ñ,Ñ
Demonstrators and product promoters,41-9011,Line item,88.1,90.9,2.7,3.1,11.4,15.3,"$32,500",No formal educational credential,None,Short-term on-the-job training
Models,41-9012,Line item,2.7,2.7,0.0,0.5,8.4,0.5,"$31,910",No formal educational credential,None,None
Real estate brokers and sales agents,41-9020,Summary,477.2,488.5,11.3,2.4,55.7,41.1,"$51,220",Ñ,Ñ,Ñ
Real estate brokers,41-9021,Line item,100.7,103.3,2.7,2.6,56.3,8.7,"$60,370",High school diploma or equivalent,Less than 5 years,None
Real estate sales agents,41-9022,Line item,376.5,385.2,8.7,2.3,55.6,32.4,"$49,040",High school diploma or equivalent,None,Moderate-term on-the-job training
Sales engineers,41-9031,Line item,64.5,68.6,4.1,6.3,Ñ,6.7,"$108,830",Bachelor's degree,None,Moderate-term on-the-job training
Telemarketers,41-9041,Line item,136.9,117.5,-19.4,-14.2,0.5,15.5,"$27,920",No formal educational credential,None,Short-term on-the-job training
Miscellaneous sales and related workers,41-9090,Summary,215.8,203.9,-11.9,-5.5,38.8,23.1,"$30,510",Ñ,Ñ,Ñ
"Door-to-door sales workers, news and street vendors, and related workers",41-9091,Line item,72.9,58.3,-14.6,-20.0,87.7,6.3,"$29,730",No formal educational credential,None,Short-term on-the-job training
"Sales and related workers, all other",41-9099,Line item,142.9,145.6,2.7,1.9,13.9,16.9,"$30,550",High school diploma or equivalent,None,None
Office and administrative support occupations,43-0000,Summary,"20,633.0","19,673.3",-959.7,-4.7,1.3,"2,017.4","$38,720",Ñ,Ñ,Ñ
Supervisors of office and administrative support workers,43-1000,Summary,"1,552.4","1,505.7",-46.7,-3.0,0.5,138.2,"$58,450",Ñ,Ñ,Ñ
First-line supervisors of office and administrative support workers,43-1011,Line item,"1,552.4","1,505.7",-46.7,-3.0,0.5,138.2,"$58,450",High school diploma or equivalent,Less than 5 years,None
Communications equipment operators,43-2000,Summary,78.5,61.7,-16.8,-21.4,0.6,5.5,"$32,060",Ñ,Ñ,Ñ
"Switchboard operators, including answering service",43-2011,Line item,69.9,54.1,-15.7,-22.5,0.3,4.7,"$31,430",High school diploma or equivalent,None,Short-term on-the-job training
Telephone operators,43-2021,Line item,5.0,3.6,-1.4,-27.9,Ñ,0.4,"$37,710",High school diploma or equivalent,None,Short-term on-the-job training
"Communications equipment operators, all other",43-2099,Line item,3.6,3.9,0.3,9.1,7.0,0.4,"$46,680",High school diploma or equivalent,None,Short-term on-the-job training
Financial clerks,43-3000,Summary,"3,111.1","2,932.9",-178.3,-5.7,2.5,294.1,"$39,550",Ñ,Ñ,Ñ
Bill and account collectors,43-3011,Line item,238.9,223.5,-15.4,-6.4,0.3,22.9,"$38,100",High school diploma or equivalent,None,Moderate-term on-the-job training
Billing and posting clerks,43-3021,Line item,484.2,493.5,9.3,1.9,1.3,48.1,"$39,590",High school diploma or equivalent,None,Moderate-term on-the-job training
"Bookkeeping, accounting, and auditing clerks",43-3031,Line item,"1,673.6","1,578.2",-95.4,-5.7,4.0,162.1,"$42,410","Some college, no degree",None,Moderate-term on-the-job training
Gambling cage workers,43-3041,Line item,14.6,15.4,0.8,5.7,Ñ,1.8,"$28,650",High school diploma or equivalent,None,Short-term on-the-job training
Payroll and timekeeping clerks,43-3051,Line item,149.8,143.1,-6.7,-4.5,0.2,13.7,"$47,020",High school diploma or equivalent,None,Moderate-term on-the-job training
Procurement clerks,43-3061,Line item,68.5,63.4,-5.1,-7.5,Ñ,5.3,"$44,740",High school diploma or equivalent,None,Moderate-term on-the-job training
Tellers,43-3071,Line item,449.0,380.4,-68.6,-15.3,0.1,36.7,"$32,620",High school diploma or equivalent,None,Short-term on-the-job training
"Financial clerks, all other",43-3099,Line item,32.6,35.4,2.8,8.6,3.3,3.6,"$44,160",High school diploma or equivalent,None,Short-term on-the-job training
Information and record clerks,43-4000,Summary,"6,012.8","5,963.6",-49.2,-0.8,0.8,689.6,"$35,300",Ñ,Ñ,Ñ
Brokerage clerks,43-4011,Line item,48.6,50.5,1.9,3.8,Ñ,4.9,"$55,270",High school diploma or equivalent,None,Moderate-term on-the-job training
Correspondence clerks,43-4021,Line item,6.8,6.6,-0.2,-3.2,5.4,0.7,"$38,400",High school diploma or equivalent,None,Short-term on-the-job training
"Court, municipal, and license clerks",43-4031,Line item,163.7,171.6,7.9,4.8,2.5,15.6,"$40,930",High school diploma or equivalent,None,Long-term on-the-job training
"Credit authorizers, checkers, and clerks",43-4041,Line item,26.9,25.6,-1.3,-4.8,Ñ,2.2,"$41,730",High school diploma or equivalent,None,Moderate-term on-the-job training
Customer service representatives,43-4051,Line item,"3,018.8","2,959.8",-59.0,-2.0,0.4,350.2,"$35,830",High school diploma or equivalent,None,Short-term on-the-job training
"Eligibility interviewers, government programs",43-4061,Line item,147.5,153.1,5.7,3.8,Ñ,13.7,"$47,110",High school diploma or equivalent,None,Moderate-term on-the-job training
File clerks,43-4071,Line item,106.7,91.1,-15.6,-14.6,0.4,9.4,"$34,090",High school diploma or equivalent,None,Short-term on-the-job training
"Hotel, motel, and resort desk clerks",43-4081,Line item,276.5,257.4,-19.1,-6.9,0.8,38.5,"$25,490",High school diploma or equivalent,None,Short-term on-the-job training
"Interviewers, except eligibility and loan",43-4111,Line item,201.9,207.0,5.1,2.5,1.7,23.9,"$36,170",High school diploma or equivalent,None,Short-term on-the-job training
"Library assistants, clerical",43-4121,Line item,90.5,87.0,-3.5,-3.8,Ñ,12.2,"$28,730",High school diploma or equivalent,None,Short-term on-the-job training
Loan interviewers and clerks,43-4131,Line item,212.6,230.3,17.7,8.3,0.4,21.2,"$41,370",High school diploma or equivalent,None,Short-term on-the-job training
New accounts clerks,43-4141,Line item,44.3,37.8,-6.5,-14.7,0.6,3.4,"$37,750",High school diploma or equivalent,None,Moderate-term on-the-job training
Order clerks,43-4151,Line item,146.0,129.1,-16.8,-11.5,5.7,12.8,"$35,590","Some college, no degree",None,Short-term on-the-job training
"Human resources assistants, except payroll and timekeeping",43-4161,Line item,123.9,117.7,-6.2,-5.0,1.4,11.5,"$43,250",Associate's degree,None,None
Receptionists and information clerks,43-4171,Line item,"1,105.3","1,144.7",39.5,3.6,1.0,139.2,"$31,110",High school diploma or equivalent,None,Short-term on-the-job training
Reservation and transportation ticket agents and travel clerks,43-4181,Line item,126.3,122.7,-3.7,-2.9,1.1,12.5,"$39,430",High school diploma or equivalent,None,Short-term on-the-job training
"Information and record clerks, all other",43-4199,Line item,166.5,171.5,5.1,3.0,0.7,17.8,"$42,820",High school diploma or equivalent,None,Short-term on-the-job training
"Material recording, scheduling, dispatching, and distributing workers",43-5000,Summary,"2,206.1","2,093.6",-112.5,-5.1,2.3,171.9,"$41,160",Ñ,Ñ,Ñ
Cargo and freight agents,43-5011,Line item,97.2,102.6,5.4,5.5,Ñ,9.1,"$43,770",High school diploma or equivalent,None,Short-term on-the-job training
Couriers and messengers,43-5021,Line item,121.8,119.1,-2.7,-2.2,36.2,10.4,"$30,980",High school diploma or equivalent,None,Short-term on-the-job training
Dispatchers,43-5030,Summary,302.9,307.1,4.2,1.4,1.1,26.3,"$41,750",Ñ,Ñ,Ñ
Public safety telecommunicators,43-5031,Line item,98.3,104.3,6.1,6.2,Ñ,9.2,"$43,290",High school diploma or equivalent,None,Moderate-term on-the-job training
"Dispatchers, except police, fire, and ambulance",43-5032,Line item,204.6,202.7,-1.9,-0.9,1.7,17.1,"$40,980",High school diploma or equivalent,None,Moderate-term on-the-job training
"Meter readers, utilities",43-5041,Line item,30.9,27.4,-3.6,-11.5,Ñ,2.2,"$41,940",High school diploma or equivalent,None,Short-term on-the-job training
Postal service workers,43-5050,Summary,503.1,430.9,-72.2,-14.3,Ñ,25.6,"$51,150",Ñ,Ñ,Ñ
Postal service clerks,43-5051,Line item,78.1,67.5,-10.5,-13.5,Ñ,4.3,"$50,150",High school diploma or equivalent,None,Short-term on-the-job training
Postal service mail carriers,43-5052,Line item,326.6,282.5,-44.1,-13.5,Ñ,16.1,"$51,080",High school diploma or equivalent,None,Short-term on-the-job training
"Postal service mail sorters, processors, and processing machine operators",43-5053,Line item,98.5,80.9,-17.6,-17.8,Ñ,5.2,"$53,140",High school diploma or equivalent,None,Short-term on-the-job training
"Production, planning, and expediting clerks",43-5061,Line item,378.5,393.3,14.8,3.9,0.0,37.5,"$49,640",High school diploma or equivalent,None,Moderate-term on-the-job training
"Shipping, receiving, and inventory clerks",43-5071,Line item,710.4,648.8,-61.5,-8.7,0.3,54.3,"$35,260",High school diploma or equivalent,None,Short-term on-the-job training
"Weighers, measurers, checkers, and samplers, recordkeeping",43-5111,Line item,61.3,64.5,3.1,5.1,1.0,6.4,"$36,650",High school diploma or equivalent,None,Short-term on-the-job training
Secretaries and administrative assistants,43-6000,Summary,"3,638.8","3,311.4",-327.4,-9.0,0.9,321.8,"$40,990",Ñ,Ñ,Ñ
Executive secretaries and executive administrative assistants,43-6011,Line item,593.4,472.4,-121.1,-20.4,0.9,42.3,"$63,110",High school diploma or equivalent,Less than 5 years,None
Legal secretaries and administrative assistants,43-6012,Line item,171.8,133.8,-38.0,-22.1,1.1,11.8,"$48,980",High school diploma or equivalent,None,Moderate-term on-the-job training
Medical secretaries and administrative assistants,43-6013,Line item,623.4,682.7,59.3,9.5,1.1,72.6,"$37,350",High school diploma or equivalent,None,Moderate-term on-the-job training
"Secretaries and administrative assistants, except legal, medical, and executive",43-6014,Line item,"2,250.2","2,022.6",-227.5,-10.1,0.8,195.2,"$38,850",High school diploma or equivalent,None,Short-term on-the-job training
Other office and administrative support workers,43-9000,Summary,"4,033.3","3,804.4",-228.9,-5.7,1.3,396.3,"$35,870",Ñ,Ñ,Ñ
Data entry and information processing workers,43-9020,Summary,225.1,163.5,-61.6,-27.4,4.0,13.8,"$35,820",Ñ,Ñ,Ñ
Data entry keyers,43-9021,Line item,172.4,130.0,-42.4,-24.6,3.1,10.9,"$34,440",High school diploma or equivalent,None,Short-term on-the-job training
Word processors and typists,43-9022,Line item,52.7,33.5,-19.2,-36.4,6.8,2.9,"$41,050",High school diploma or equivalent,None,Short-term on-the-job training
Desktop publishers,43-9031,Line item,10.4,8.4,-2.0,-19.0,13.9,0.8,"$47,560",Associate's degree,None,Short-term on-the-job training
Insurance claims and policy processing clerks,43-9041,Line item,293.9,287.3,-6.6,-2.2,1.0,25.5,"$42,050",High school diploma or equivalent,None,Moderate-term on-the-job training
"Mail clerks and mail machine operators, except postal service",43-9051,Line item,88.4,82.5,-6.0,-6.7,1.2,8.3,"$31,920",High school diploma or equivalent,None,Short-term on-the-job training
"Office clerks, general",43-9061,Line item,"3,126.3","2,970.4",-155.9,-5.0,0.5,317.5,"$35,330",High school diploma or equivalent,None,Short-term on-the-job training
"Office machine operators, except computer",43-9071,Line item,47.3,41.1,-6.2,-13.1,Ñ,3.8,"$34,730",High school diploma or equivalent,None,Short-term on-the-job training
Proofreaders and copy markers,43-9081,Line item,10.3,10.1,-0.3,-2.7,17.4,1.2,"$41,140",Bachelor's degree,None,None
Statistical assistants,43-9111,Line item,10.8,11.5,0.7,6.4,1.4,1.3,"$50,360",Bachelor's degree,None,None
"Office and administrative support workers, all other",43-9199,Line item,220.8,229.6,8.8,4.0,8.1,24.1,"$35,890",High school diploma or equivalent,None,Short-term on-the-job training
"Farming, fishing, and forestry occupations",45-0000,Summary,"1,116.6","1,115.1",-1.5,-0.1,4.2,159.7,"$29,670",Ñ,Ñ,Ñ
"Supervisors of farming, fishing, and forestry workers",45-1000,Summary,53.2,52.6,-0.6,-1.1,19.8,6.9,"$50,080",Ñ,Ñ,Ñ
"First-line supervisors of farming, fishing, and forestry workers",45-1011,Line item,53.2,52.6,-0.6,-1.1,19.8,6.9,"$50,080",High school diploma or equivalent,Less than 5 years,None
Agricultural workers,45-2000,Summary,956.5,966.0,9.5,1.0,0.6,139.6,"$29,020",Ñ,Ñ,Ñ
Agricultural inspectors,45-2011,Line item,15.2,15.5,0.3,1.8,Ñ,2.2,"$46,700",Bachelor's degree,None,Moderate-term on-the-job training
Animal breeders,45-2021,Line item,8.4,8.1,-0.3,-3.2,Ñ,1.2,"$40,770",High school diploma or equivalent,None,Short-term on-the-job training
"Graders and sorters, agricultural products",45-2041,Line item,38.3,38.3,0.0,0.0,0.2,5.0,"$28,220",No formal educational credential,None,Short-term on-the-job training
Miscellaneous agricultural workers,45-2090,Summary,894.5,904.0,9.5,1.1,0.6,131.2,"$28,890",Ñ,Ñ,Ñ
Agricultural equipment operators,45-2091,Line item,70.3,78.3,8.0,11.4,0.6,11.6,"$32,750",No formal educational credential,None,Moderate-term on-the-job training
"Farmworkers and laborers, crop, nursery, and greenhouse",45-2092,Line item,566.5,587.9,21.4,3.8,0.8,85.8,"$28,660",No formal educational credential,None,Short-term on-the-job training
"Farmworkers, farm, ranch, and aquacultural animals",45-2093,Line item,245.4,225.1,-20.3,-8.3,0.2,32.1,"$29,130",No formal educational credential,None,Short-term on-the-job training
"Agricultural workers, all other",45-2099,Line item,12.3,12.7,0.4,2.9,0.7,1.8,"$30,140",No formal educational credential,None,Short-term on-the-job training
Fishing and hunting workers,45-3000,Summary,36.7,33.9,-2.8,-7.7,33.8,4.6,Ñ,Ñ,Ñ,Ñ
Fishing and hunting workers,45-3031,Line item,36.7,33.9,-2.8,-7.7,33.8,4.6,Ñ,No formal educational credential,None,Moderate-term on-the-job training
"Forest, conservation, and logging workers",45-4000,Summary,70.1,62.6,-7.6,-10.8,25.4,8.5,"$40,200",Ñ,Ñ,Ñ
Forest and conservation workers,45-4011,Line item,13.2,13.1,-0.1,-0.5,20.2,1.8,"$30,640",High school diploma or equivalent,None,Moderate-term on-the-job training
Logging workers,45-4020,Summary,56.9,49.4,-7.5,-13.2,26.6,6.7,"$42,350",Ñ,Ñ,Ñ
Fallers,45-4021,Line item,7.2,6.0,-1.2,-16.7,27.0,0.8,"$43,190",High school diploma or equivalent,None,Moderate-term on-the-job training
Logging equipment operators,45-4022,Line item,39.2,34.3,-4.9,-12.5,26.5,4.7,"$43,210",High school diploma or equivalent,None,Moderate-term on-the-job training
Log graders and scalers,45-4023,Line item,4.8,4.3,-0.6,-11.4,27.2,0.6,"$36,900",High school diploma or equivalent,None,Moderate-term on-the-job training
"Logging workers, all other",45-4029,Line item,5.7,4.9,-0.8,-14.5,26.1,0.7,"$41,410",High school diploma or equivalent,None,Moderate-term on-the-job training
Construction and extraction occupations,47-0000,Summary,"7,349.1","7,645.4",296.3,4.0,14.9,733.9,"$48,610",Ñ,Ñ,Ñ
Supervisors of construction and extraction workers,47-1000,Summary,685.0,718.0,33.0,4.8,8.0,65.5,"$67,840",Ñ,Ñ,Ñ
First-line supervisors of construction trades and extraction workers,47-1011,Line item,685.0,718.0,33.0,4.8,8.0,65.5,"$67,840",High school diploma or equivalent,5 years or more,None
Construction trades workers,47-2000,Summary,"5,681.0","5,872.4",191.3,3.4,17.9,550.9,"$47,480",Ñ,Ñ,Ñ
Boilermakers,47-2011,Line item,15.9,16.0,0.1,0.9,Ñ,1.4,"$65,360",High school diploma or equivalent,None,Apprenticeship
"Brickmasons, blockmasons, and stonemasons",47-2020,Summary,98.7,93.0,-5.8,-5.9,26.8,7.8,"$53,090",Ñ,Ñ,Ñ
Brickmasons and blockmasons,47-2021,Line item,81.9,76.7,-5.2,-6.4,26.8,6.4,"$55,080",High school diploma or equivalent,None,Apprenticeship
Stonemasons,47-2022,Line item,16.8,16.3,-0.5,-3.2,27.0,1.4,"$43,650",High school diploma or equivalent,None,Apprenticeship
Carpenters,47-2031,Line item,"1,024.1","1,019.9",-4.2,-0.4,27.7,89.0,"$49,520",High school diploma or equivalent,None,Apprenticeship
"Carpet, floor, and tile installers and finishers",47-2040,Summary,123.4,127.5,4.1,3.3,27.9,10.7,"$43,210",Ñ,Ñ,Ñ
Carpet installers,47-2041,Line item,36.5,33.3,-3.2,-8.9,28.0,2.5,"$41,480",No formal educational credential,None,Short-term on-the-job training
"Floor layers, except carpet, wood, and hard tiles",47-2042,Line item,22.9,25.2,2.3,9.9,27.9,2.2,"$45,520",No formal educational credential,None,Moderate-term on-the-job training
Floor sanders and finishers,47-2043,Line item,7.0,7.1,0.2,2.2,27.9,0.6,"$38,850",No formal educational credential,None,Moderate-term on-the-job training
Tile and stone setters,47-2044,Line item,57.0,61.9,4.9,8.6,27.8,5.4,"$44,220",No formal educational credential,None,Long-term on-the-job training
"Cement masons, concrete finishers, and terrazzo workers",47-2050,Summary,203.4,199.2,-4.3,-2.1,1.6,17.0,"$46,060",Ñ,Ñ,Ñ
Cement masons and concrete finishers,47-2051,Line item,200.4,196.4,-3.9,-2.0,1.6,16.8,"$46,000",No formal educational credential,None,Moderate-term on-the-job training
Terrazzo workers and finishers,47-2053,Line item,3.0,2.7,-0.3,-10.3,Ñ,0.2,"$51,430",High school diploma or equivalent,None,Apprenticeship
Construction laborers,47-2061,Line item,"1,398.0","1,473.4",75.4,5.4,26.7,141.1,"$37,890",No formal educational credential,None,Short-term on-the-job training
Construction equipment operators,47-2070,Summary,468.3,487.5,19.2,4.1,1.8,49.5,"$49,100",Ñ,Ñ,Ñ
"Paving, surfacing, and tamping equipment operators",47-2071,Line item,46.6,48.8,2.2,4.7,1.7,5.2,"$41,540",High school diploma or equivalent,None,Moderate-term on-the-job training
Pile driver operators,47-2072,Line item,3.6,3.8,0.2,4.4,2.2,0.4,"$63,370",High school diploma or equivalent,None,Moderate-term on-the-job training
Operating engineers and other construction equipment operators,47-2073,Line item,418.0,434.9,16.9,4.0,1.8,43.9,"$49,770",High school diploma or equivalent,None,Moderate-term on-the-job training
"Drywall installers, ceiling tile installers, and tapers",47-2080,Summary,146.9,146.6,-0.3,-0.2,17.8,11.8,"$48,830",Ñ,Ñ,Ñ
Drywall and ceiling tile installers,47-2081,Line item,125.1,125.6,0.5,0.4,17.8,10.1,"$47,460",No formal educational credential,None,Moderate-term on-the-job training
Tapers,47-2082,Line item,21.8,21.0,-0.9,-4.0,17.8,1.6,"$59,450",No formal educational credential,None,Moderate-term on-the-job training
Electricians,47-2111,Line item,739.2,801.4,62.2,8.4,5.0,82.2,"$56,900",High school diploma or equivalent,None,Apprenticeship
Glaziers,47-2121,Line item,52.8,54.8,2.1,3.9,0.9,5.4,"$46,080",High school diploma or equivalent,None,Apprenticeship
Insulation workers,47-2130,Summary,61.3,63.1,1.8,2.9,1.1,6.0,"$45,820",Ñ,Ñ,Ñ
"Insulation workers, floor, ceiling, and wall",47-2131,Line item,34.0,34.5,0.6,1.6,1.1,3.2,"$41,690",No formal educational credential,None,Short-term on-the-job training
"Insulation workers, mechanical",47-2132,Line item,27.3,28.6,1.2,4.5,1.0,2.7,"$50,030",High school diploma or equivalent,None,Apprenticeship
Painters and paperhangers,47-2140,Summary,385.0,385.9,0.8,0.2,37.7,32.8,"$42,150",Ñ,Ñ,Ñ
"Painters, construction and maintenance",47-2141,Line item,379.5,380.3,0.9,0.2,37.7,32.3,"$42,130",No formal educational credential,None,Moderate-term on-the-job training
Paperhangers,47-2142,Line item,5.6,5.5,0.0,-0.8,39.1,0.5,"$43,560",No formal educational credential,None,Long-term on-the-job training
"Pipelayers, plumbers, pipefitters, and steamfitters",47-2150,Summary,529.0,551.8,22.8,4.3,8.2,53.8,"$54,980",Ñ,Ñ,Ñ
Pipelayers,47-2151,Line item,38.9,40.7,1.8,4.7,7.2,4.0,"$40,480",No formal educational credential,None,Short-term on-the-job training
"Plumbers, pipefitters, and steamfitters",47-2152,Line item,490.2,511.1,20.9,4.3,8.3,49.8,"$56,330",High school diploma or equivalent,None,Apprenticeship
Plasterers and stucco masons,47-2161,Line item,27.7,28.8,1.1,4.1,1.5,2.3,"$47,020",No formal educational credential,None,Long-term on-the-job training
Reinforcing iron and rebar workers,47-2171,Line item,18.8,19.8,0.9,5.0,Ñ,2.6,"$49,390",High school diploma or equivalent,None,Apprenticeship
Roofers,47-2181,Line item,161.6,165.4,3.8,2.4,18.5,14.7,"$43,580",No formal educational credential,None,Moderate-term on-the-job training
Sheet metal workers,47-2211,Line item,137.7,139.5,1.8,1.3,3.4,12.7,"$51,370",High school diploma or equivalent,None,Apprenticeship
Structural iron and steel workers,47-2221,Line item,77.0,80.6,3.6,4.7,0.4,8.1,"$54,830",High school diploma or equivalent,None,Apprenticeship
Solar photovoltaic installers,47-2231,Line item,12.0,18.1,6.1,50.5,6.0,2.3,"$46,470",High school diploma or equivalent,None,Moderate-term on-the-job training
"Helpers, construction trades",47-3000,Summary,245.9,251.5,5.6,2.3,0.4,29.0,"$34,000",Ñ,Ñ,Ñ
"Helpers--brickmasons, blockmasons, stonemasons, and tile and marble setters",47-3011,Line item,23.4,22.3,-1.1,-4.7,0.4,2.5,"$36,990",No formal educational credential,None,Short-term on-the-job training
Helpers--carpenters,47-3012,Line item,33.2,33.7,0.4,1.3,0.4,3.9,"$34,280",No formal educational credential,None,Short-term on-the-job training
Helpers--electricians,47-3013,Line item,81.1,82.3,1.2,1.5,0.4,9.5,"$33,840",High school diploma or equivalent,None,Short-term on-the-job training
"Helpers--painters, paperhangers, plasterers, and stucco masons",47-3014,Line item,11.0,11.2,0.2,1.9,Ñ,1.3,"$31,640",No formal educational credential,None,Short-term on-the-job training
"Helpers--pipelayers, plumbers, pipefitters, and steamfitters",47-3015,Line item,59.3,62.6,3.3,5.6,0.4,7.3,"$33,590",High school diploma or equivalent,None,Short-term on-the-job training
Helpers--roofers,47-3016,Line item,9.1,9.5,0.3,3.5,Ñ,1.1,"$33,260",No formal educational credential,None,Short-term on-the-job training
"Helpers, construction trades, all other",47-3019,Line item,28.8,30.0,1.2,4.2,0.4,3.5,"$33,360",No formal educational credential,None,Short-term on-the-job training
Other construction and related workers,47-4000,Summary,464.0,487.1,23.1,5.0,4.1,50.9,"$47,580",Ñ,Ñ,Ñ
Construction and building inspectors,47-4011,Line item,120.8,124.6,3.9,3.2,6.8,13.5,"$62,860",High school diploma or equivalent,5 years or more,Moderate-term on-the-job training
Elevator and escalator installers and repairers,47-4021,Line item,28.9,30.8,1.9,6.6,Ñ,3.0,"$88,540",High school diploma or equivalent,None,Apprenticeship
Fence erectors,47-4031,Line item,34.2,35.0,0.8,2.2,24.8,3.4,"$37,550",No formal educational credential,None,Moderate-term on-the-job training
Hazardous materials removal workers,47-4041,Line item,45.3,49.0,3.7,8.2,Ñ,5.6,"$45,270",High school diploma or equivalent,None,Moderate-term on-the-job training
Highway maintenance workers,47-4051,Line item,156.1,163.8,7.8,5.0,0.2,16.5,"$41,660",High school diploma or equivalent,None,Moderate-term on-the-job training
Rail-track laying and maintenance equipment operators,47-4061,Line item,13.9,14.4,0.5,3.4,Ñ,1.4,"$56,370",High school diploma or equivalent,None,Moderate-term on-the-job training
Septic tank servicers and sewer pipe cleaners,47-4071,Line item,30.7,33.8,3.1,10.1,0.9,3.5,"$41,120",High school diploma or equivalent,None,Moderate-term on-the-job training
Miscellaneous construction and related workers,47-4090,Line item,34.1,35.6,1.5,4.3,5.5,4.0,"$39,660",High school diploma or equivalent,None,Moderate-term on-the-job training
Extraction workers,47-5000,Summary,273.2,316.4,43.2,15.8,1.5,37.6,"$46,020",Ñ,Ñ,Ñ
"Derrick, rotary drill, and service unit operators, oil and gas",47-5010,Summary,84.7,105.8,21.1,25.0,0.5,13.6,"$48,820",Ñ,Ñ,Ñ
"Derrick operators, oil and gas",47-5011,Line item,12.0,15.7,3.7,30.5,0.5,2.0,"$47,920",No formal educational credential,None,Short-term on-the-job training
"Rotary drill operators, oil and gas",47-5012,Line item,20.9,26.6,5.6,26.9,0.5,3.4,"$53,820",No formal educational credential,None,Moderate-term on-the-job training
"Service unit operators, oil and gas",47-5013,Line item,51.7,63.6,11.8,22.9,0.5,8.1,"$47,380",No formal educational credential,None,Moderate-term on-the-job training
"Excavating and loading machine and dragline operators, surface mining",47-5022,Line item,46.1,47.4,1.3,2.9,3.7,5.1,"$45,150",High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training
Continuous mining machine operators,47-5041,Line item,15.0,15.3,0.3,2.3,2.5,1.7,"$56,920",No formal educational credential,None,Moderate-term on-the-job training
"Roof bolters, mining",47-5043,Line item,3.3,2.8,-0.5,-16.0,2.4,0.3,"$61,190",High school diploma or equivalent,None,Moderate-term on-the-job training
"Loading and moving machine operators, underground mining",47-5044,Line item,4.5,3.9,-0.6,-13.4,3.7,0.4,"$56,640",No formal educational credential,None,Short-term on-the-job training
"Rock splitters, quarry",47-5051,Line item,5.1,5.2,0.2,3.6,2.5,0.6,"$37,130",No formal educational credential,None,Short-term on-the-job training
"Roustabouts, oil and gas",47-5071,Line item,58.5,73.1,14.7,25.1,0.3,8.8,"$39,420",No formal educational credential,None,Moderate-term on-the-job training
Helpers--extraction workers,47-5081,Line item,16.9,20.3,3.4,20.2,2.5,2.4,"$37,860",High school diploma or equivalent,None,Moderate-term on-the-job training
"Earth drillers, except oil and gas; and explosives workers, ordnance handling experts, and blasters",47-5097,Line item,25.3,27.3,2.0,7.8,1.7,3.0,"$48,510",High school diploma or equivalent,Less than 5 years,Long-term on-the-job training
"Underground mining machine operators and extraction workers, all other",47-5098,Line item,14.1,15.4,1.3,9.3,2.5,1.8,"$52,400",High school diploma or equivalent,None,Moderate-term on-the-job training
"Installation, maintenance, and repair occupations",49-0000,Summary,"6,128.0","6,301.3",173.3,2.8,4.2,556.7,"$48,750",Ñ,Ñ,Ñ
"Supervisors of installation, maintenance, and repair workers",49-1000,Summary,499.1,512.4,13.3,2.7,0.2,42.1,"$70,240",Ñ,Ñ,Ñ
"First-line supervisors of mechanics, installers, and repairers",49-1011,Line item,499.1,512.4,13.3,2.7,0.2,42.1,"$70,240",High school diploma or equivalent,Less than 5 years,None
"Electrical and electronic equipment mechanics, installers, and repairers",49-2000,Summary,593.4,594.4,1.0,0.2,5.0,55.2,"$55,300",Ñ,Ñ,Ñ
"Computer, automated teller, and office machine repairers",49-2011,Line item,112.3,111.4,-0.9,-0.8,11.5,10.6,"$41,090","Some college, no degree",None,Short-term on-the-job training
Radio and telecommunications equipment installers and repairers,49-2020,Summary,230.7,225.6,-5.0,-2.2,3.3,22.5,"$61,250",Ñ,Ñ,Ñ
